loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
5000, 36 months,6.97,A,A3,1 year,MORTGAGE,109000.0,Feb-2016,Fully Paid,other,7.68
13000, 36 months,7.99,A,A5,10+ years,MORTGAGE,185000.0,Dec-2016,Fully Paid,debt_consolidation,14.44
9700, 36 months,16.99,D,D3,10+ years,MORTGAGE,60000.0,Sep-2014,Fully Paid,home_improvement,9.1
27050, 36 months,17.09,D,D1,2 years,MORTGAGE,45000.0,Dec-2017,Current,debt_consolidation,10.98
15000, 36 months,12.73,B,B5,10+ years,RENT,40000.0,Sep-2018,Current,credit_card,17.19
6000, 36 months,7.35,A,A4,2 years,RENT,55000.0,Nov-2017,Fully Paid,credit_card,10.23
15000, 36 months,8.18,B,B1,< 1 year,RENT,75000.0,Jun-2015,Fully Paid,debt_consolidation,6.66
8950, 36 months,12.59,C,C2,5 years,MORTGAGE,32000.0,Dec-2015,Charged Off,debt_consolidation,35.93
16000, 60 months,16.49,D,D3,1 year,MORTGAGE,55000.0,Jan-2015,Charged Off,credit_card,15.71
14400, 36 months,7.62,A,A3,2 years,RENT,74000.0,May-2014,Fully Paid,credit_card,19.14
5000, 36 months,11.55,B,B4,9 years,MORTGAGE,75000.0,Oct-2018,Current,credit_card,25.71
9000, 36 months,5.32,A,A1,2 years,RENT,75000.0,Mar-2016,Fully Paid,major_purchase,8.13
18500, 36 months,7.35,A,A4,2 years,OWN,96000.0,Oct-2017,Current,debt_consolidation,11.87
8000, 36 months,8.39,B,B1,2 years,MORTGAGE,60000.0,Mar-2016,Fully Paid,credit_card,20.14
14400, 36 months,12.99,C,C2,8 years,MORTGAGE,35000.0,Nov-2014,Fully Paid,credit_card,29.94
18000, 36 months,8.9,A,A5,1 year,RENT,80000.0,Mar-2014,Fully Paid,credit_card,9.92
8500, 36 months,13.99,C,C3,1 year,RENT,48000.0,Apr-2017,Current,other,6.85
5000, 36 months,12.99,C,C2,4 years,MORTGAGE,79768.33,Jan-2015,Fully Paid,credit_card,9.96
15950, 60 months,26.14,F,F4,10+ years,MORTGAGE,42000.0,Jun-2016,Fully Paid,small_business,5.6
15600, 60 months,16.99,D,D3,2 years,RENT,84975.0,Oct-2015,Current,debt_consolidation,26.69
11200, 36 months,20.39,D,D4,10+ years,RENT,55000.0,May-2018,Current,credit_card,32.25
10000, 36 months,5.31,A,A1,6 years,RENT,57000.0,Mar-2018,Current,debt_consolidation,6.36
8400, 36 months,12.79,C,C1,< 1 year,RENT,43680.0,Jul-2016,Current,debt_consolidation,22.77
15000, 60 months,14.48,C,C5,10+ years,MORTGAGE,53000.0,Dec-2015,Fully Paid,credit_card,26.13
31075, 36 months,11.53,B,B5,6 years,MORTGAGE,62191.0,Jun-2015,Fully Paid,credit_card,25.11
15000, 60 months,11.99,C,C1,7 years,RENT,60000.0,Jun-2016,Current,debt_consolidation,27.36
3600, 36 months,11.53,B,B5,4 years,RENT,32000.0,Oct-2015,Charged Off,major_purchase,2.81
10000, 36 months,9.58,B,B1,,RENT,40000.0,Jun-2018,Current,credit_card,11.76
4000, 36 months,11.49,B,B5,,RENT,54966.0,Nov-2016,Fully Paid,medical,22.91
12000, 36 months,12.29,C,C1,10+ years,RENT,120000.0,Aug-2015,Fully Paid,debt_consolidation,18.94
10000, 36 months,14.07,C,C3,1 year,MORTGAGE,104000.0,Apr-2018,Current,credit_card,26.13
10000, 36 months,18.94,D,D2,3 years,RENT,45000.0,Jul-2018,Charged Off,credit_card,35.33
4800, 36 months,7.89,A,A5,6 years,MORTGAGE,49000.0,Sep-2015,Fully Paid,debt_consolidation,15.97
19500, 60 months,17.27,C,C5,2 years,RENT,55000.0,May-2013,Charged Off,debt_consolidation,6.83
4800, 36 months,7.34,A,A4,< 1 year,RENT,30000.0,Apr-2018,Current,house,8.84
13000, 36 months,11.99,B,B5,3 years,RENT,57860.0,Jan-2015,Fully Paid,credit_card,26.76
20000, 36 months,12.29,C,C1,4 years,RENT,80000.0,Oct-2015,Fully Paid,credit_card,6.33
18500, 36 months,14.46,C,C4,10+ years,MORTGAGE,120000.0,Feb-2016,Fully Paid,debt_consolidation,12.7
15000, 36 months,10.99,B,B2,< 1 year,RENT,75000.0,Dec-2013,Fully Paid,house,8.55
6000, 36 months,14.65,C,C5,10+ years,MORTGAGE,18000.0,Apr-2015,Fully Paid,debt_consolidation,12.0
16000, 60 months,7.89,A,A5,10+ years,MORTGAGE,125000.0,Jun-2015,Current,debt_consolidation,8.89
9000, 36 months,14.99,C,C4,10+ years,RENT,85000.0,Nov-2016,Fully Paid,debt_consolidation,17.66
15000, 36 months,8.9,A,A5,9 years,MORTGAGE,92000.0,Nov-2013,Fully Paid,debt_consolidation,15.48
35000, 36 months,15.59,C,C5,6 years,MORTGAGE,113000.0,Oct-2016,Fully Paid,debt_consolidation,20.63
25000, 60 months,18.49,E,E2,< 1 year,MORTGAGE,82131.0,Dec-2015,Fully Paid,debt_consolidation,25.47
11000, 36 months,8.81,A,A5,10+ years,MORTGAGE,125000.0,Dec-2018,Current,debt_consolidation,28.38
30000, 36 months,12.74,C,C1,4 years,RENT,150000.0,Mar-2017,Current,debt_consolidation,4.11
1250, 36 months,5.42,A,A1,,OWN,70000.0,Sep-2011,Fully Paid,major_purchase,19.29
35000, 36 months,15.8,C,C3,2 years,MORTGAGE,108000.0,Jun-2013,Fully Paid,debt_consolidation,26.32
20000, 60 months,10.99,B,B4,9 years,MORTGAGE,87000.0,Sep-2016,Current,debt_consolidation,13.52
3000, 36 months,11.99,B,B3,6 years,MORTGAGE,100000.0,Oct-2013,Fully Paid,debt_consolidation,5.47
12000, 36 months,8.39,A,A5,2 years,RENT,70000.0,Sep-2014,Fully Paid,debt_consolidation,13.31
3200, 36 months,10.42,B,B3,4 years,RENT,35000.0,Nov-2017,Late (31-120 days),other,10.39
7325, 36 months,19.53,D,D5,,MORTGAGE,28000.0,Apr-2016,Charged Off,debt_consolidation,41.15
13275, 60 months,16.99,D,D3,8 years,MORTGAGE,50000.0,Nov-2014,Fully Paid,debt_consolidation,31.61
15000, 60 months,9.17,B,B2,2 years,RENT,62000.0,Apr-2015,Fully Paid,debt_consolidation,27.72
12000, 36 months,9.8,B,B3,10+ years,RENT,98000.0,Jan-2016,Fully Paid,medical,6.4
6000, 36 months,20.0,D,D4,10+ years,OWN,33050.0,Feb-2018,Current,other,19.64
28000, 60 months,7.35,A,A4,10+ years,MORTGAGE,82000.0,Jan-2018,Current,debt_consolidation,31.51
12000, 36 months,16.29,D,D1,1 year,MORTGAGE,60000.0,Feb-2016,Fully Paid,debt_consolidation,16.72
29975, 36 months,16.02,C,C5,,OWN,27000.0,Aug-2017,Late (31-120 days),debt_consolidation,24.18
32000, 60 months,11.47,B,B5,10+ years,MORTGAGE,210000.0,Mar-2016,Fully Paid,debt_consolidation,14.38
12350, 36 months,19.99,E,E4,10+ years,MORTGAGE,34320.0,Aug-2015,Charged Off,debt_consolidation,35.98
11200, 36 months,14.49,C,C4,7 years,RENT,48000.0,Oct-2016,Fully Paid,debt_consolidation,23.83
16000, 36 months,5.32,A,A1,,OWN,72000.0,Mar-2017,Fully Paid,debt_consolidation,9.4
